Time (CST),ST_10 cm_C,ST_50 cm_C,ST_100 cm_C,AvgAirTemp_C,AvgRelHum_%,AvgWindSpeed_m/s,AvgWindDir_Deg,TotalSolRad_MJ/m2,Rainfall_mm,Snow Depth_mm,SoilMoisture
9/28/2016,11.56291667,13.9475,14.82208333,10.57458333,80.93875,1.262625,162.2654167,0.466416667,0,0,0.2642
9/29/2016,11.86625,13.60625,14.60125,12.12883333,77.78958333,1.965958333,154.1583333,0.545791667,0,0,0.2513
9/30/2016,12.15958333,13.48916667,14.43916667,13.62120833,77.435,3.132458333,159.95,0.529,0,0,0.2497
10/1/2016,13.17333333,13.475,14.27833333,14.865,79.50708333,1.982916667,143.225,0.36175,0,0,0.2482
10/2/2016,13.95,13.60916667,14.11375,17.61125,74.55416667,3.083458333,155.8625,0.4915,0,0,0.2469
10/3/2016,14.88958333,13.89125,14.075,19.29833333,67.02166667,5.548375,163.6541667,0.565958333,0.53975,0,0.2452
10/4/2016,15.06375,14.21,14.07708333,17.10458333,86.88958333,5.124583333,170.9958333,0.093583333,1.037166667,0,0.2541
10/5/2016,12.8575,14.39333333,14.11916667,9.375708333,73.305,6.046583333,227.0208333,0.1885,0,0,0.2793
10/6/2016,9.83875,13.86041667,14.13041667,6.328166667,65.45916667,4.491041667,267.075,0.535875,0,0,0.2781
10/7/2016,8.587083333,13.00583333,14.07291667,3.878916667,73.30791667,3.880666667,284.2208333,0.245166667,0,0,0.2744
10/8/2016,7.941458333,12.19083333,13.84125,3.631708333,82.45041667,2.096875,235.7316667,0.421625,0,0,0.2711
10/9/2016,7.771,11.53041667,13.54666667,7.20725,74.02875,4.61175,175.6833333,0.517833333,0,0,0.2648
10/10/2016,9.340416667,11.17541667,13.21625,10.638,74.3475,4.276791667,123.964125,0.497208333,0,0,0.2629
10/11/2016,8.114958333,11.13625,12.96916667,5.334041667,84.38875,5.110416667,263.7597083,0.18825,0,0,0.2613
10/12/2016,6.838083333,10.82541667,12.75791667,2.837166667,73.38166667,3.130833333,289.9666667,0.307541667,0,0,0.2605
10/13/2016,6.321333333,10.27416667,12.50375,4.690625,69.77958333,2.343541667,190.375,0.520125,0,0,0.2603
10/14/2016,7.553666667,9.836666667,12.22541667,10.27941667,72.40458333,4.11175,170.7708333,0.373875,0,0,0.2584
10/15/2016,9.855,9.95,11.96958333,14.604875,59.20333333,2.74825,261.0216667,0.392333333,0,0,0.2567
10/16/2016,8.618916667,10.21875,11.78166667,10.91529167,68.36291667,4.166083333,185.6291667,0.161,0,0,0.2552
10/17/2016,9.699166667,10.27666667,11.69708333,12.40916667,72.99208333,2.05525,217.5875,0.216958333,0,0,0.2562
10/18/2016,9.300416667,10.42541667,11.61958333,8.619666667,77.24541667,2.801541667,311.4125,0.3825,0,0,0.2566
10/19/2016,7.883083333,10.37208333,11.57625,5.292166667,67.31916667,3.314791667,299.7125,0.129291667,0,0,0.2527
10/20/2016,6.688791667,10.005,11.51291667,3.149541667,82.65583333,1.62875,196.0791667,0.088416667,0,0,0.252
10/21/2016,6.836083333,9.552916667,11.37833333,6.560416667,84.16125,3.900875,179.6625,0.182916667,0,0,0.2512
10/22/2016,7.014458333,9.29875,11.19041667,8.209166667,77.23208333,1.8565,182.4333333,0.37875,0,0,0.2505
10/23/2016,7.617291667,9.228333333,11.04583333,7.272541667,79.915,3.643708333,147.5118333,0.193333333,0,0,0.2498
10/24/2016,5.778791667,9.09125,10.85708333,3.271041667,82.36083333,1.392875,171.475,0.384125,0,0,0.2502
10/25/2016,6.171416667,8.723333333,10.72708333,7.645791667,63.31166667,4.697833333,127.2708333,0.262833333,0,0,0.2492
10/26/2016,7.15825,8.590416667,10.5475,6.871583333,94.99583333,3.031541667,156.0083333,0.078625,0.22225,0,0.2553
10/27/2016,7.99175,8.677916667,10.39875,8.989458333,97.4,2.579166667,191.9666667,0.123583333,0,0,0.2603
10/28/2016,8.927916667,8.925,10.30666667,10.28329167,93.91666667,3.31775,250.5958333,0.1295,0,0,0.261
10/29/2016,7.86925,9.174166667,10.27708333,5.30275,87.27916667,4.057208333,318.1973333,0.146583333,0,0,0.2547
10/30/2016,6.717666667,9.043333333,10.235,3.890416667,85.62333333,3.48225,210.6041667,0.270875,0,0,0.2544
10/31/2016,7.163333333,8.772083333,10.19625,7.683833333,91.625,4.432791667,193.4504167,0.088083333,0.010583333,0,0.2539
11/1/2016,7.628916667,8.746666667,10.1325,7.26225,85.10291667,2.747041667,257.4791667,0.255625,0,0,0.2534
11/2/2016,7.334041667,8.723333333,10.01125,7.073083333,84.65,2.052208333,169.0925,0.317541667,0,0,0.2527
11/3/2016,7.136541667,8.640833333,9.931666667,7.090375,85.63791667,1.446208333,215.383625,0.35425,0,0,0.2553
11/4/2016,7.091958333,8.512083333,9.866666667,9.920666667,72.125,1.604958333,213.4166667,0.373375,0,0,0.2543
11/5/2016,7.510166667,8.427916667,9.79625,11.48954167,70.34208333,2.845125,174.5375,0.355416667,0,0,0.2533
11/6/2016,8.874208333,8.487916667,9.707083333,13.834875,73.2375,5.244458333,180.1208333,0.305458333,0,0,0.2523
11/7/2016,9.266666667,8.835833333,9.685416667,11.30954167,68.42625,4.84,271.4541667,0.322083333,0,0,0.2515
11/8/2016,7.339583333,8.944583333,9.659583333,6.729458333,74.00625,1.790625,257.975,0.328666667,0,0,0.249
11/9/2016,7.2275,8.66625,9.689166667,10.184875,66.8525,4.258583333,205.2125,0.335333333,0,0,0.2484
11/10/2016,7.730333333,8.558333333,9.675833333,10.444375,62.525,4.28,301.01,0.334208333,0,0,0.2479
11/11/2016,6.062416667,8.48125,9.596666667,3.235166667,74.05041667,2.855875,223.10675,0.34525,0,0,0.2476
11/12/2016,5.47125,8.043875,9.511666667,7.229541667,62.70625,5.334166667,200.8083333,0.324833333,0,0,0.2472
11/13/2016,6.367708333,7.744041667,9.395416667,9.454666667,66.0275,4.490333333,262.6625,0.307416667,0,0,0.2473
11/14/2016,6.394125,7.719958333,9.259166667,5.375833333,90.30375,2.990541667,219.2683333,0.172958333,0,0,0.2467
11/15/2016,6.712041667,7.733416667,9.155416667,8.161916667,70.04,3.693208333,265.3916667,0.267375,0,0,0.2463
11/16/2016,5.823375,7.667041667,9.057083333,6.919041667,68.01875,3.287166667,208.275,0.176625,0,0,0.2458
11/17/2016,5.367541667,7.559125,9.026666667,3.400125,76.78583333,5.748625,94.81416667,0.105375,0,0,0.2454
11/18/2016,3.530125,7.277791667,8.93875,0.204291667,70.19,7.69,151.0342083,0.10675,0,0,0.2453
11/19/2016,2.070208333,6.715166667,8.77625,-3.321458333,62.72958333,2.989666667,283.3458333,0.288875,0,0,0.245
11/20/2016,1.728333333,6.074875,8.620833333,-1.387208333,62.87583333,4.396916667,157.1125,0.236,0,0,0.2448
11/21/2016,1.319583333,5.571416667,8.357916667,-1.630958333,67.82583333,5.210208333,151.575,0.18125,0,0,0.2445
11/22/2016,1.869416667,5.188541667,8.108041667,0.976375,93.32708333,3.135041667,175.4,0.03325,0,0,0.2478
11/23/2016,2.439791667,4.982791667,7.824708333,1.053166667,100,1.401458333,171.9551667,0.027458333,0,18,0.2566
11/24/2016,2.92575,4.917625,7.579041667,1.608791667,98.775,0.984791667,264.7792083,0.033583333,0,6,0.2637
11/25/2016,3.112958333,4.941,7.364166667,2.429791667,95.17541667,2.288541667,198.2833333,0.210458333,0,11,0.2659
11/26/2016,2.700125,4.941375,7.210708333,1.36775,93.50125,2.54975,182.2,0.252458333,0,0,0.2667
11/27/2016,2.216666667,4.816208333,7.123541667,-0.24875,99.59166667,3.969,128.1291667,0.0505,0,0,0.2673
11/28/2016,3.2265,4.669208333,6.992916667,4.035833333,96.92916667,3.2725,93.25833333,0.044083333,0,0,0.2554
11/29/2016,3.721708333,4.740125,6.866083333,3.2315,98.35,3.82975,104.2634167,0.053833333,0,0,0.274
11/30/2016,2.89875,4.836083333,6.781208333,0.583833333,95.63333333,4.674625,48.609375,0.067458333,0,0,0.284
12/1/2016,2.336625,4.719166667,6.724,-0.608166667,88.325,3.958333333,210.2575417,0.048375,0,30,0.2898
12/2/2016,1.6925,4.49175,6.642625,-1.219458333,76.39,2.501916667,228.406,0.076375,0,38,0.2905
12/3/2016,1.246875,4.23,6.530583333,-1.689791667,83.30708333,4.875208333,180.3166667,0.083916667,0,0,0.298
12/4/2016,1.366541667,4.017625,6.416333333,0.130875,93.40833333,4.231041667,233.1875,0.051416667,0,0,0.2977
12/5/2016,1.285304348,3.874,6.267478261,-2.062541667,96.55920833,3.858541667,111.4648333,0.070583333,0,7,0.2976
12/6/2016,1.4725,3.730958333,6.133125,-3.754333333,95.7625,8.180166667,295.6825,0.152833333,0,127,0.2976
12/7/2016,1.644,3.640333333,5.977541667,-8.357166667,87.45416667,8.481958333,310.1458333,0.158625,0,227,0.2977
12/8/2016,1.732791667,3.598541667,5.853333333,-9.9175,85.09166667,6.015333333,328.4458333,0.172833333,0,241,0.2891
12/9/2016,1.747625,3.557583333,5.738875,-17.08958333,75.33208333,2.809666667,309.5333333,0.188375,0,229,0.289
12/10/2016,1.547958333,3.492625,5.607375,-20.82958333,78.88166667,1.575583333,177.3491667,0.198166667,0,185,0.2888
12/11/2016,1.237583333,3.412666667,5.542125,-17.92041667,81.3825,2.991333333,135.8365,0.165166667,0,180,0.2885
12/12/2016,1.066791667,3.286541667,5.428708333,-19.22583333,73.09958333,3.375,269.3,0.211583333,0,218,0.2882
12/13/2016,0.938875,3.192,5.335916667,-17.69958333,71.41083333,4.43,261.2625,0.24675,0,205,0.2957
12/14/2016,0.8435,3.089166667,5.256625,-20.03291667,63.48916667,5.641458333,306.325,0.245916667,0,196,0.2953
12/15/2016,0.716458333,2.975333333,5.140916667,-21.6,71.95541667,2.684041667,224.1875,0.241791667,0,189,0.295
12/16/2016,0.623791667,2.889458333,5.092541667,-18.90666667,74.63875,3.283166667,158.7930417,0.172916667,0,184,0.2948
12/17/2016,0.592541667,2.797375,4.978125,-24.48958333,67.53458333,3.01,313.2125,0.239791667,0,181,0.2948
12/18/2016,0.405125,2.693791667,4.864375,-25.5075,70.24083333,3.949416667,186.3166667,0.238458333,0,177,0.2869
12/19/2016,0.333166667,2.632125,4.814458333,-4.923541667,73.4725,4.783291667,213.5333333,0.171041667,0,174,0.2869
12/20/2016,0.447916667,2.576541667,4.755458333,-2.334125,75.86625,5.802375,267.4833333,0.237583333,0,187,0.2869
12/21/2016,0.414916667,2.48425,4.659125,-4.408625,87.38583333,4.254625,244.8375,0.148958333,0,178,0.2871
12/22/2016,0.470583333,2.448,4.572,-3.717541667,70.92791667,3.702208333,246.9916667,0.2375,0,187,0.2872
12/23/2016,0.451,2.400333333,4.50375,-5.673458333,81.82083333,4.441958333,216.2154583,0.223,0,178,0.2952
12/24/2016,0.394791667,2.332416667,4.4195,-12.11304167,77.88708333,6.097041667,28.98504167,0.146625,0,201,0.2953
12/25/2016,0.355208333,2.305583333,4.360708333,-6.07875,91.05625,8.546458333,87.69208333,0.069291667,0,198,0.2957
12/26/2016,0.421625,2.282291667,4.324,-8.204041667,89.65291667,7.413541667,266.7236667,0.1755,0,292,0.2966
12/27/2016,0.389,2.21675,4.20325,-12.92016667,82.30791667,3.073041667,197.95775,0.236083333,0,236,0.3095
12/28/2016,0.406583333,2.222041667,4.183083333,-4.161208333,82.25666667,4.958416667,246.196125,0.181666667,0,252,0.2976
12/29/2016,0.443041667,2.196041667,4.124291667,-4.903208333,76.99875,5.712708333,308.4208333,0.221958333,0,383,0.2991
12/30/2016,0.368166667,2.134125,4.0595,-9.946208333,87.525,3.10575,129.180625,0.136083333,0,371,0.2992
12/31/2016,0.32275,2.097375,3.995333333,-10.39116667,84.09583333,3.912958333,251.3,0.14925,0,387,0.2993
1/1/2017,0.384041667,2.098,3.971958333,-7.753,78.74375,3.196541667,145.5036667,0.186,0,380,0.2993
1/2/2017,0.344708333,2.06025,3.926083333,-9.599166667,85.36083333,5.351541667,74.80125,0.179,0,372,0.2994
1/3/2017,0.332208333,2.023083333,3.867666667,-17.67666667,78.66416667,7.111291667,333.8625,0.213791667,0,479,0.2994
1/4/2017,0.278333333,2.002708333,3.82775,-24.92333333,73.09208333,1.278,259.8875,0.181125,0,495,0.2995
1/5/2017,0.133791667,1.957166667,3.761333333,-26.60958333,73.83333333,1.743791667,277.2458333,0.242,0,483,0.2995
1/6/2017,-0.085625,1.869083333,3.680125,-22.74833333,75.74625,1.661916667,235.625,0.252958333,0,474,0.2995
1/7/2017,-0.167125,1.829125,3.67775,-23.26541667,72.65708333,2.234916667,267.7333333,0.266708333,0,467,0.2995
1/8/2017,-0.372166667,1.730875,3.61875,-20.63583333,77.12708333,3.327458333,211.45,0.191125,0,459,0.2995
1/9/2017,-0.429458333,1.655375,3.564291667,-17.63083333,83.31791667,2.68275,173.3591667,0.133041667,0,451,0.2995
1/10/2017,-0.389,1.589083333,3.505208333,-16.14291667,77.02333333,4.427333333,308.6666667,0.225333333,0,471,0.2996
1/11/2017,-0.422916667,1.529791667,3.434375,-21.96625,71.78708333,2.991041667,271.4,0.278333333,0,504,0.2997
1/12/2017,-0.531666667,1.480791667,3.384416667,-22.19916667,68.33541667,5.437291667,268.4583333,0.281125,0,500,0.2997
1/13/2017,-0.662708333,1.433166667,3.330416667,-23.95583333,71.73833333,4.246875,192.4708333,0.232375,0,485,0.2998
1/14/2017,-0.644458333,1.389,3.265375,-16.72416667,75.63416667,2.524041667,211.6458333,0.289458333,0,478,0.2998
1/15/2017,-0.60825,1.35,3.222375,-13.47145833,75.7775,3.791375,188.2041667,0.290875,0,471,0.2999
1/16/2017,-0.544166667,1.310083333,3.176125,-13.058375,79.36166667,1.719958333,209.8833333,0.295958333,0,463,0.3
1/17/2017,-0.590333333,1.264541667,3.118541667,-12.17229167,82.65625,3.23675,186.4916667,0.292875,0,457,0.3001
1/18/2017,-0.468208333,1.269291667,3.11375,-4.118333333,81.81875,3.984166667,188.2,0.296041667,0,451,0.3036
1/19/2017,-0.371208333,1.230041667,3.074458333,-2.591166667,94.825,4.690208333,185.7875,0.215083333,0,444,0.319
1/20/2017,-0.263458333,1.23175,3.048458333,1.291708333,99.8125,3.773958333,155.2791667,0.147125,0,440,0.3535
1/21/2017,-0.1245,1.13725,3.000625,1.163458333,98.9,1.824875,114.4916667,0.144791667,0,341,0.3918
1/22/2017,-0.011958333,1.132916667,2.949041667,0.517791667,95.20416667,1.659375,271.1583333,0.151416667,0,341,0.4119
1/23/2017,-0.012208333,1.132791667,2.902166667,-0.715375,83.51166667,2.534583333,280.275,0.176791667,0,342,0.4169
1/24/2017,-0.043083333,1.129041667,2.855125,-3.282291667,86.025,2.521791667,283.8770833,0.156125,0,250,0.4177
1/25/2017,-0.03875,1.128541667,2.817958333,-5.20575,90,4.662041667,323.3154167,0.1115,0,252,0.4175
1/26/2017,-0.052375,1.114833333,2.772875,-8.174541667,82.8675,3.224041667,313.3916667,0.191375,0,254,0.4173
1/27/2017,-0.067166667,1.113208333,2.710333333,-6.5015,81.76041667,3.261583333,289.7125,0.338083333,0,253,0.4129
1/28/2017,-0.114041667,1.1275,2.731916667,-3.217333333,86.56666667,2.94725,309.3907917,0.127833333,0,250,0.417
1/29/2017,-0.111333333,1.110625,2.662083333,-6.200291667,85.27166667,2.564958333,189.88575,0.319916667,0,251,0.4169
1/30/2017,-0.126666667,1.141625,2.696041667,-0.687166667,94.575,3.969208333,251.4208333,0.177125,0,254,0.4246
1/31/2017,-0.058375,1.146166667,2.687291667,-3.172125,82.42583333,4.998083333,311.8550417,0.268291667,0,268,0.4508
2/1/2017,-0.467125,1.111708333,2.617666667,-15.66375,69.95,4.236291667,301.1541667,0.330625,0,279,0.4544
2/2/2017,-1.076916667,1.087125,2.576791667,-16.05,67.89291667,3.7665,291.5583333,0.386791667,0,361,0.4502
2/3/2017,-1.211833333,1.04925,2.568875,-13.6875,74.815,2.909791667,247.4291667,0.38575,0,357,0.4499
2/4/2017,-0.916208333,1.002875,2.56775,-10.237375,84.57708333,3.633208333,238.8754167,0.217833333,0,354,0.4498
2/5/2017,-0.808,0.969583333,2.545166667,-14.82291667,78.17958333,2.267666667,217.8041667,0.264791667,0,370,0.4497
2/6/2017,-0.743708333,0.938083333,2.520708333,-12.00416667,79.99666667,5.665666667,55.77291667,0.330375,0,372,0.4515
2/7/2017,-0.788875,0.902708333,2.479,-17.3125,78.48333333,5.564583333,258.2416667,0.38425,0,405,0.4495
2/8/2017,-0.89375,0.872125,2.434166667,-20.73875,68.49625,4.159416667,290.5,0.432958333,0,392,0.4494
2/9/2017,-0.988416667,0.830458333,2.38425,-16.75520833,70.6975,4.224041667,217.225,0.416833333,0,386,0.4493
2/10/2017,-0.801333333,0.832833333,2.392958333,-3.894791667,80.48291667,5.239041667,224.16325,0.43125,0,395,0.4545
2/11/2017,-0.574208333,0.827833333,2.393791667,-6.939458333,86.99708333,3.161291667,234.5416667,0.259125,0,385,0.4648
2/12/2017,-0.517583333,0.834708333,2.3735,-3.350625,74.8275,4.007625,267.625,0.452333333,0,381,0.4648
2/13/2017,-0.46375,0.822333333,2.357458333,-1.463083333,78.7075,3.850958333,257.9416667,0.362375,0,372,0.4648
2/14/2017,-0.409916667,0.809583333,2.333,-3.187208333,70.50291667,5.474625,331.7291667,0.468791667,0,364,0.4648
2/15/2017,-0.65175,0.775291667,2.277416667,-5.893541667,83.82791667,3.606041667,190.5791667,0.446041667,0,355,0.4647
2/16/2017,-0.429125,0.788916667,2.285583333,0.1565,92.04166667,3.384291667,185.3041667,0.385541667,0,351,0.4648
2/17/2017,-0.176291667,0.734875,2.202916667,2.377875,85.03833333,2.779,219.675,0.464083333,0,343,0.4648
2/18/2017,0.001083333,0.775416667,2.230875,2.421166667,87.4075,1.880375,243.65,0.469666667,0,222,0.4648
2/19/2017,-0.042291667,0.775166667,2.230208333,2.93075,91.59166667,3.66575,121.2920833,0.281833333,0,203,0.4648
2/20/2017,-0.035125,0.783,2.228916667,3.329625,99.5375,2.170416667,225.2458333,0.074041667,0,114,0.4648
2/21/2017,-0.040791667,0.766791667,2.176458333,1.460083333,96.20833333,1.558875,205.7414167,0.464375,0,56,0.4648
2/22/2017,-0.039833333,0.781,2.22225,0.364666667,92.31166667,4.210541667,150.0105417,0.187,0,45,0.4648
2/23/2017,-0.069125,0.778916667,2.254541667,-3.153833333,79.26208333,4.125458333,60.27908333,0.227708333,0,53,0.4638
2/24/2017,-0.456875,0.775125,2.231041667,-7.72,75.54083333,3.709583333,142.640875,0.417958333,0,52,0.4616
2/25/2017,-1.2135,0.761625,2.208166667,-5.04075,79.54083333,3.106291667,216.176875,0.394666667,0,50,0.4606
2/26/2017,-1.474125,0.739791667,2.171916667,-10.46295833,77.93333333,2.502958333,228.63125,0.555791667,0,52,0.46
2/27/2017,-1.504583333,0.696916667,2.128416667,-7.893583333,84.1375,2.681541667,155.8357917,0.426583333,0,69,0.46
2/28/2017,-1.997291667,0.662208333,2.094708333,-8.752916667,80.71083333,4.153916667,166.1595833,0.545291667,0,68,0.4599
3/1/2017,-2.642583333,0.641708333,2.083958333,-9.588708333,76.87916667,4.237208333,340.7291667,0.512083333,0,67,0.4599
3/2/2017,-3.301875,0.607041667,2.049416667,-13.66208333,62.05875,3.147166667,292.8562083,0.5785,0,67,0.4598
3/3/2017,-2.689708333,0.56025,2.017041667,-7.008208333,73.8025,4.474708333,161.3916667,0.531833333,0,66,0.4599
3/4/2017,-1.215041667,0.565291667,2.032333333,0.224916667,78.12041667,6.079416667,169.725,0.509166667,0,63,0.46
3/5/2017,-0.358791667,0.565125,2.02125,3.077958333,91.42916667,2.141916667,144.4708333,0.572916667,0,19,0.4604
3/6/2017,-0.250666667,0.539625,2.043416667,4.35175,94.82291667,5.821541667,174.5583333,0.116791667,0,0,0.4637
3/7/2017,-0.83575,0.50275,1.978208333,-7.142125,69.92375,11.027375,293.9041667,0.32375,0,0,0.4647
3/8/2017,-2.014,0.472625,1.915541667,-8.89425,65.955,8.591166667,314.9458333,0.544541667,0,0,0.4645
3/9/2017,-3.173625,0.463583333,1.905583333,-13.64333333,61.27125,5.421708333,252.4563333,0.592125,0,0,0.4643
3/10/2017,-4.647541667,0.40925,1.857791667,-17.57833333,57.32333333,3.642208333,129.992375,0.554208333,0,0,0.4642
3/11/2017,-4.390416667,0.37,1.84075,-14.47916667,60.91583333,3.497416667,21.21804167,0.631833333,0,0,0.4642
3/12/2017,-3.83175,0.323125,1.830916667,-10.973375,67.11791667,4.4055,60.48875,0.321375,0,0,0.4642
3/13/2017,-3.4585,0.295083333,1.78875,-10.56854167,63.06041667,2.28425,111.33925,0.680541667,0,0,0.4643
3/14/2017,-2.569083333,0.268166667,1.759,-6.561083333,62.14541667,3.358041667,156.2166667,0.6925,0,0,0.4643
3/15/2017,-2.017625,0.241166667,1.727041667,-3.923958333,68.39833333,4.887958333,182.7041667,0.624666667,0,0,0.4643
3/16/2017,-1.082416667,0.243083333,1.735708333,0.326583333,82.49958333,4.280041667,176.7458333,0.257375,0,0,0.4643
3/17/2017,-0.443958333,0.241791667,1.711,0.263041667,89.155,6.282625,311.3208333,0.141583333,0,0,0.4647
3/18/2017,-0.898541667,0.195625,1.65725,-4.547,90.72916667,3.847625,201.6641667,0.321625,0,0,0.4648
3/19/2017,-0.501083333,0.2245,1.642791667,4.647125,79.34958333,5.330291667,228.0583333,0.500875,0,0,0.4648
3/20/2017,-0.230125,0.25425,1.64975,3.879458333,66.62416667,3.853125,259.6052083,0.682583333,0,0,0.4648
3/21/2017,-0.339291667,0.218166667,1.603541667,-6.686083333,64.335,4.855041667,69.22375,0.721333333,0,0,0.4647
3/22/2017,-1.072791667,0.202083333,1.570125,-3.390083333,67.57,5.712791667,147.0916667,0.162833333,0,0,0.4643
3/23/2017,-0.6505,0.230333333,1.577333333,1.453791667,85.16708333,3.131208333,192.425,0.090291667,0,0,0.4643
3/24/2017,-0.278416667,0.247708333,1.585458333,0.688625,86.9,3.113958333,71.06741667,0.499833333,0,0,0.4648
3/25/2017,-0.213625,0.247458333,1.567541667,1.071291667,93.4375,3.13675,193.5708333,0.365333333,0,0,0.4648
3/26/2017,-0.176375,0.228166667,1.519625,3.0395,96.3375,1.797625,165.9279167,0.413166667,0,0,0.4648
3/27/2017,-0.15425,0.228916667,1.511833333,3.529166667,99.28333333,1.468625,167.9013333,0.306541667,0,0,0.4648
3/28/2017,-0.101041667,0.231166667,1.476583333,5.44475,89.67583333,2.277208333,159.9141667,0.649708333,0,0,0.4644
3/29/2017,-0.055875,0.223875,1.459875,7.44175,78.9275,3.094166667,190.5666667,0.748208333,0,0,0.4632
3/30/2017,0.061875,0.258541667,1.490958333,6.788125,83.99166667,3.127125,164.38,0.738625,0,0,0.458
3/31/2017,0.577416667,0.212708333,1.418583333,7.886666667,86.06875,2.5875,263.809625,0.714708333,0,0,0.4471
4/1/2017,1.556958333,0.169541667,1.360708333,6.920375,88.93916667,2.566,243.5820833,0.587583333,0,0,0.4286
4/2/2017,2.18375,0.233,1.397291667,8.571333333,81.32375,4.493833333,229.5833333,0.431458333,0,0,0.4045
4/3/2017,2.490291667,0.234416667,1.344833333,8.073666667,78.05708333,2.332166667,202.496375,0.746,0,0,0.3878
4/4/2017,2.424,0.290375,1.415958333,7.141458333,74.86083333,2.299541667,255.3233333,0.420708333,0,0,0.3789
4/5/2017,2.002666667,0.31825,1.409875,3.7395,72.00041667,3.495666667,78.51920833,0.79675,0,0,0.373
4/6/2017,2.275041667,0.364958333,1.435291667,4.924583333,70.95875,1.660416667,250.12375,0.892166667,0,0,0.3686
4/7/2017,2.925875,0.445875,1.520333333,8.231208333,65.12875,5.681291667,170.875,0.632375,0,0,0.3648
4/8/2017,4.868875,0.602083333,1.6005,12.074625,68.88375,3.55,240.4708333,0.621916667,0,0,0.3617
4/9/2017,3.335583333,0.996416667,1.753333333,4.431,79.13708333,5.974583333,91.8865,0.44675,0,0,0.359
4/10/2017,0.864583333,1.453958333,1.913208333,0.470958333,65.78875,5.984791667,31.43666667,0.839041667,0,0,0.3566
4/11/2017,2.514,1.628458333,2.096,4.770875,62.27208333,1.453,225.75375,0.889958333,0,0,0.3545
4/12/2017,4.90975,2.091791667,2.248583333,9.100375,67.43083333,1.455958333,102.1708333,0.739458333,0,0,0.3526
4/13/2017,6.343125,2.871291667,2.36175,9.825208333,75.31041667,3.141166667,171.7208333,0.849625,0,0,0.3508
4/14/2017,8.61625,3.710375,2.582,14.54458333,78.78541667,7.140375,169.2708333,0.596583333,0,0,0.3491
4/15/2017,9.769166667,4.705583333,2.909291667,13.05291667,60.38416667,2.868791667,233.9518333,0.834083333,0,0,0.3487
4/16/2017,7.946916667,5.4405,3.300166667,7.609875,70.91,5.151583333,286.315,0.7,0,0,0.3512
4/17/2017,5.86375,5.530583333,3.658333333,1.731416667,69.5525,2.6385,129.5904583,0.600583333,0,0,0.3508
4/18/2017,5.619625,5.413416667,4.090416667,5.488291667,85.8,4.369875,61.076,0.272833333,0.433916667,0,0.3478
4/19/2017,5.450541667,5.1605,4.172041667,5.474166667,84.06875,1.461333333,174.32,0.46075,0,0,0.3426
4/20/2017,7.498375,5.141916667,4.226833333,10.00070833,73.70208333,3.404708333,218.3149167,0.807791667,0,0,0.3426
4/21/2017,8.724666667,5.558333333,4.308916667,10.19158333,73.62958333,1.662083333,252.1991667,1.002958333,0,0,0.3396
4/22/2017,8.55775,6.100791667,4.474416667,7.570416667,79.115,4.732333333,127.4900417,0.906083333,0,0,0.3339
4/23/2017,4.844416667,6.227583333,4.649375,0.291125,82.67083333,6.428458333,64.835,0.214416667,0.010583333,1,0.329
4/24/2017,3.652791667,5.541583333,4.89825,2.000583333,95.07916667,3.982333333,50.41045833,0.114416667,0.381,110,0.3476
4/25/2017,3.025708333,4.975291667,4.901916667,0.841541667,86.69083333,7.358083333,22.41808333,0.300916667,0,0,0.3562
4/26/2017,2.103666667,4.50225,4.781458333,-1.042083333,91.35,6.250208333,26.78404167,0.28425,0.03175,0,0.3521
4/27/2017,2.983875,3.99325,4.641125,0.462958333,80.77625,4.118291667,123.985125,0.904708333,0.010583333,88,0.3394
4/28/2017,4.319333333,3.947833333,4.524791667,5.415583333,61.71541667,3.58125,331.975,1.075416667,0,31,0.3552
4/29/2017,6.054125,4.19125,4.390041667,7.648666667,57.85208333,1.019791667,217.1108333,1.073833333,0,0,0.3525
4/30/2017,7.488583333,4.812208333,4.398083333,10.17458333,48.22833333,3.077208333,107.6679167,1.019416667,0,0,0.3453
5/1/2017,7.2005,5.390125,4.48875,9.008541667,49.02208333,3.461833333,72.35041667,0.838291667,0,0,0.3385
5/2/2017,8.755666667,5.702458333,4.627166667,12.538,54.56666667,1.928541667,236.6229167,0.874791667,0,0,0.3324
5/3/2017,9.927875,6.295333333,4.820583333,12.79745833,61.56916667,3.192208333,281.606125,0.918625,0,0,0.3307
5/4/2017,10.30358333,6.827541667,5.020666667,14.521125,52.23833333,2.422791667,256.4564167,1.022125,0,0,0.3315
5/5/2017,11.38958333,7.346166667,5.295083333,17.46166667,42.94041667,4.021833333,136.726,1.063541667,0,0,0.3279
5/6/2017,11.6525,7.879,5.587,15.11725,44.46208333,3.181583333,144.1491667,1.077291667,0,0,0.3234
5/7/2017,11.76,8.3075,5.882291667,16.31166667,45.76833333,5.453958333,111.5666667,0.971166667,0,0,0.3178
5/8/2017,11.51541667,8.660416667,6.18575,14.64125,60.35916667,4.503208333,180.375,0.552916667,0.254,0,0.3185
5/9/2017,11.69958333,8.86,6.430333333,14.401125,61.66291667,3.494666667,296.9708333,0.920291667,0,0,0.3227
5/10/2017,11.00083333,9.058333333,6.709541667,9.966791667,66.01791667,3.368166667,298.9704167,0.548541667,0,0,0.3197
